اشکبار	aSkbAr
بی‌رحم	birahm
ایذایی	izai
چاچول	chachul
جدال	jedal
قله	gholle
پس	pas
آمل	amol
بازی‌سازی	bazisazi
کلمبو	kolombo
مکاتبات	mokatebat
اغتنام	eghtenam
رکن‌آباد	roknabad
ملکوت	malakut
یهودا	yahuda
کتابی	ketabi
زنبارگی	zanbaregi
بی‌‌انصافی	biensafi
بزرگی	bozorgi
خیشومی	khishumi
بی‌کفایت	bikefayat
دست‌بافت	dastbaft
بی‌اختیاری	biekhtiyari
کاهویی	kahuyi
لویی	kuyi
هولناک	houlnak
صورت	surat
فروبر	forubar
سقوط	soghut
خفقان‌آور	khafeghanavar
بلوکباشی	bulukbashi
ویرایشی	virayeshi
تخم‌ریزی	tokhmrizi
سیاه‌چال	siyahchal
شبتابی	shabtabi
هفته	hafte
بی‌مقدار	bimeghdar
سنن	sonan
سبزی‌پلوماهی	sabzipolomahi
ناهمانند	nahamanand
سرزنش	sarzanesh
گرگانی	gorgani
دگرگون‌شده	degargunshode
حدیث	hadis
خسته	khaste
تخار	takhar
روح	ruh
حالیه	haliee
پاگیر	pagir
یک‌تنه	yektane
سالک	salak
کم‌‌اهمیت	kamahammieeat
هکتار	hektar
گاهگاه	gahgah
سوررئالیسم	surerealim
ابهام‌زدایی	ebhamzodayi
باشنده	bashande
راهبردی	rahbordi
ارز‌آوری	arzavari
فروزید	foruzid
افسونگر	afsungar
قیسی	gheysi
ارسلانی	arsalani
هم‌خط	hamkhatt
ناشناختگی	nashenakhtegi
درجا	darja
طیارات	taeearat
جذب‌شده	jazbshode
ناپاکی	napaki
بلندنظری	bolandnazari
دزدیده‌شده	dozdideshode
گسسته	gosaste
پاپیون	papiyon
پایان‌بخش	payanbakhsh
مروزی	marvazi
مونرئو	monreo
آفتابگردان	aftabgardan
دزدانه	dozdane
کاریاب	karyab
یا	ya
فهرست‌نگاری	fehrestnegari
تعیین	tayin
زیرا	zira
گلوگاهی	galugahi
شناگری	shenagari
غرقاب	gharghab
مترتب	moteratteb
غمخورک	ghamkhorak
سوء‌استفاده	sueestefade
دائی	dai
ضد‌‌حکومتی	zeddehokumati
تملیکی	tamliki
بداهه‌سرایی	bedahesarayi
پرفایده	porfayede
لیبرالیست	liberalist
صلاح‌‌الدین	salahaddin
برکت	barekat
جامدادی	jamedadi
مطابقه	motabeghe
غمخوار	ghamkhar
نشاند	neshand
فروکشیده	furukeshide
نت‌خوانی	notkhani
میکروپروسسور	mikroperosesor
سرکوب‌گر	sakubgar
سلبی	salbi
ظلمانی	zolmani
باطری	batri
رد‌کننده	radkonande
شش‌انداز	sheshandaz
اتاق	otagh
فلوریدا	felorida
خرده‌حساب	khordehesab
انتخاب‌شده	entekhabshode
وارفته	varafte
واژه‌نامه	vazhename
سپری	separi
نظارتی	nezarati
فواره	favvare
نوزده‌سالگی	nuzdahsalegi
معدن	madan
نیاز	niyaz
افشرد	afshord
ابی‌الحسن	abelhasan
تفسید	tafsid
قدیر	ghadir
تجرب	tajarrob
کنشت	kenesht
منومر	monomer
خودمانی	khodemani
کنسرواتور	konservator
هرگونه	hargune
جنگجویی	jangjuyi
خارستان	kharestan
سالادی	saladi
نظرخواهی	nazarkhahi
پارچه‌ای	parchei
اصلانیان	aslaniyan
هماهنگ‌کننده	hamahangkonande
غسان	ghassan
درویشی	darvishi
حکمروا	hokmrava
حضار	hozzar
شکرگزار	shokrgozar
مشکل‌دار	moshkeldar
کارشناسی	karshenasi
بلدوزر	boldozer
کازرونی	kazeruni
سیستم‌‌عامل	sistemamel
چاووشی	chavoshi
ایزدی	izadi
کلاسی	kelasi
چونان	chonan
جانورخو	janevarkhu
اخبار‌العباد	akhbarolebad
علایم	alayem
آنکارا	ankara
کفچه	kafche
لیالی	layali
سعادت	saadat
بسی	basi
چاپ‌کننده	chapkonande
بازگشت	bazgasht
نوازی	navazi
خواجگی	khajegi
کهور	kahur
نواگری	navagari
دسته‌گل	dastegol
وز	vaz
رحیمیان	rahimiyan
مقداری	meghdari
غنی	ghani
متعادل‌کننده	moteadelkonande
امپراتور	emperatur
مددکاری	madadkari
غدار	ghaddar
استفاده‌شده	estefadeshode
استخوان‌شکن	ostekhanshekan
بوفه	bufe
جمع‌کننده	jamkonande
فراخوانده	farakhande
وانت	vanet
ولیمه	valime
وعده‌گاه	vadegah
نائینی	naini
سنگسر	sagesar
بیزاری‌جویی	bizarijuyi
واگیر	vagir
ناهمگونی	nahamguni
فضاحت	fezahat
بدکار	badkar
شیرمحمدی	shirmohammadi
ذایقه	zayeghe
کارایی	karayi
اروس	orus
گوش‌درد	gushdard
باریون	bariyon
الزام	elzam
رویید	ruyid
تقیه	taghiee
هم‌مسلک	hammaslak
یک‌ریز	yekriz
مطهره	motahhare
خوش‌خبر	khoshkhabar
بیچارگی	bicharegi
فیلیپین	filipin
ترعه	tore
خطب	khotab
امم	omam
نمادگرایی	namadgerayi
بلادن	belladon
کفالت	kefalat
دانته	dante
مهران	mehran
برابری	barabari
حجامتگر	hejamatgar
پرلود	perloud
خرده‌شیشه	khordeshishe
گردانده	gardande
بدکردار	badkerdar
عنبرافشان	anbarafshan
ابراهیم‌پور	ebrahimpour
وصیت‌کننده	vasieeatkonande
تایلندی	taylandi
هماتوم	hematom
رازونیاز	razoniyaz
مشبه‌به	moshabbahonbeh
محافظه	mohafeze
سلاطین	salatin
دانش‌پایه	daneshpaye
طاس	tas
یمانی	yamani
مجبوری	majburi
بداصل	badasl
عاصمه	aseme
محسنی	mohseni
حیله‌گری	hilegari
نکونام	nekunam
کتابخانه‌‌ای	ketabkhanei
اینه	ine
مهرگیاه	mehrgiyah
زره	zereh
کارگزینی	kargozini
خطرساز	khatarsaz
اعتیاد	eetiyad
تنش‌زدا	taneshzoda
ارزید	arzid
حمیری	hemyari
دوس	dus
سه‌‌ساعته	sesaate
پانکی	panki
افشاگری	efshagari
بلدرچین	belderchin
کجکی	kajaki
خماری	khomari
شتک	shatak
مداخلات	modakhelat
قبرس	ghebres
بین‌الدول	beynoddoval
چندپارچه	chandparche
غروی	gharavi
دراعه	dorrae
بی‌آزار	biazar
نبوی	nabavi
فدرال	federal
لچر	lachar
جعبه	jabe
تمرکززدایی	tamarkozzodayi
خودالقایی	khodelghayi
مسئولیت‌پذیری	masoulieeatpaziri
ترسانید	tarsanid
درشت‌خو	doroshtkhu
ابن‌السبیل	ebnossabil
حسابی	hesabi
مساعد‌کننده	mosaedkonande
اختلاس	ekhtelas
رستم‌زاده	rostamzade
طوقی	toughi
صدراعظم	sadreazam
مجدانه	mojeddane
کارا	kara
نخیل	nakhil
مصالح	masaleh
تاتار	tatar
حوض‌خانه	houzkhane
پربار	porbar
هم‌بازی	hambazi
تنهائی	tanhai
درونمایه	darunmaye
ستا	seta
تمرگید	tamargid
عباس‌آباد	abbasabad
فیلسوف	filsuf
سناریو	senariyo
کودتاچی	kudetachi
تفنگچی	tofangchi
طبقات‌‌الصوفیه	tabaghatossufiee
اخلاق	akhlagh
رمزگونه	ramzgune
خنگ	kheng
خوابنامه	khabname
طوق‌‌کش	toughkesh
رویاگونه	royagune
بیدارکننده	bidarkonande
نصیری	nasiri
سیل‌‌بند	seylband
جنگ‌ساز	jangsaz
مرگ‌آفرین	margafarin
بهداشتیار	behdashtyar
هم‌شان	hamshan
اسپین	espin
خان‌میرزا	khanmirza
صاحب‌خانه	sahebkhane
بزرگ‌جثه	bozorgjosse
الکترونیک	elekteronik
بافق	bafgh
آکتینید	aktinid
ایراد‌شده	iradshode
مونترال	montreal
علمستان	alamestan
خشونت‌ورزی	khoshunatvarzi
هولوگرافی	hologerafi
داغ	dagh
تنگنا	tangna
کرج	karaj
یاشار	yashar
تئودور	teodor
آبکش	abkesh
حیوانیت	heivanieeat
جانی	jani
مادرمرده	madarmorde
زراندود	zarandud
تابلو	tablou
همچنان	hamchenan
ضددولتی	zeddedoulati
مندرجه	mondaraje
اگزوتوکسین	egzotoksin
برج‌سازی	borjsazi
جواهر‌فروش	javaherfurush
ایزوگام	izogam
امان‌زاده	amanzade
کلیدی	kelidi
پراگماتیک	peragmatik
عرب‌زبان	arabzaban
توسعه‌طلب	touseetalab
اسلام‌شناسی	eslamshenasi
مظلوم	mazlum
قوم	ghoum
نطق	notogh
جهت‌دهنده	jahatdahande
جایگشت	jaygasht
اعتصاب‌کننده	eetesabkonande
زکریا	zakariya
گویچه	guyche
مشتاق	moshtagh
لیو	liv
بی‌نیاز	biniyaz
عضوی	ozvi
خود‌به‌خود	khodbekhod
موازین	mavazin
افسانه‌آمیز	afsaneamiz
به‌سرعت	besorat
موضوعیت	mouzoueieeat
تتبع	tatabbo
خنصر	khenser
خوشگلی	khoshgeli
کاسه‌‌مانند	kasemanand
شاخی	shakhi
میلیاردر	milyarder
صف	saf
بیرق	beyragh
ناپیوسته	napeyvaste
یکتاپرست	yektaparast
نامکتوب	namaktub
سز	sez
آلتوکومولوس	altokomolus
ساموئل	samuel
پرورانید	parvaranid
بی‌بی‌شهربانو	bibishahrbanu
افراز	afraz
بد‌فرجام	badfarjam
چاره‌سازی	charesazi
اقرب	aghrab
دستگردی	dastgerdi
دستوری	dasturi
رعنائی	ranai
میانمار	miyanmar
بازیگوشانه	bazigushane
آناهید	anahid
مصنع	masna
عهده‌دار	ohdedar
همه‌گیری	hamegiri
علف‌‌کش	alafkesh
پالمر	palmer
طبرستان	tabarestan
دکسترین	deksterin
جانسوز	jansuz
عبدالرزاق	abdorrazzagh
جناقی	jenaghi
باکتری‌شناسی	bakterishenasi
صبوحی	sabuhi
تخته	takhte
گزندناپذیر	gazandnapazir
شریف‌‌پور	sharifpour
بیگانه‌ستیز	biganesetiz
امضاء‌کننده	emzakonande
دیژیتالین	dizhitalin
قلعه‌‌ای	ghalei
تیررس	tirras
جنتیانا	jentiyana
ناقص	naghes
نژادی	nezhadi
بی‌قید	bigheyd
عیسوی	isavi
انتظامی	entezami
پیاده	piyade
فیلمبرداری	filmbardari
رزم‌آرا	razmara
هم‌پایه‌ساز	hampayesaz
شنودی	shonudi
حوایج	havayej
برومندی	borumandi
خشونت	khoshunat
جزم	jazm
طراحی	tarrahi
کوبائی	kubai
گول‌خورده	gulkhorde
زری‌دوزی	zaridouzi
نامکشوف	namakshuf
نجم	najm
چنگ‌نواز	changnavaz
هم‌دانشگاهی	hamdaneshgahi
تقطیر‌شده	taghtirshode
روح‌الله	ruhollah
یکی	yeki
دارالقرآن	darolghoran
ایران‌ایر	iraneyr
ادواردو	edvardo
همپار	hampar
زمینریخت‌شناسی	zaminrikhtshenasi
سیمینه	simine
لهستانی	lahestani
حریص	haris
دانشنامه	daneshname
انسانی	ensani
خاتون‌آباد	khatunabad
کعبی	kabi
ناقص‌العقل	naghesolaghl
ورنیه	vernie
عطرگردان	atrgardan
نقض	naghz
کرکاس	karkas
پرخونی	porkhuni
اوره‌آز	oureaz
متصاعد	motesaed
آمیزه	amize
تک‌بعدی	takbodi
عز	ezz
خاور‌زمین	khavarzamin
طخارستان	tokharestan
بنی	bani
نارنجکی	narenjaki
خلط‌آور	kheltavar
با‌هوشی	bahushi
مقدمه	moghaddame
هراسناک	harasnak
یکدل	yekdel
سنگالی	senegali
پالا	pala
فالگیر	falgir
روان‌درمانی	ravandarmani
صوب	soub
شاره	share
نواله	navale
کارید	karid
ابابکر	ababakr
اعلایی	alayi
جوال	javal
مغبون	maghbun
قابوس	ghabus
شاهرود	shahrud
لواسانی	lavasani
هم‌اینک	haminak
استقصا	esteghsa
گوتیک	gotik
ورنی	verni
الباقی	albaghi
لگام	legam
اکبر	akbar
اجار‌ه‌نشین	ejareneshin
زرنا	zorna
تولیداتی	toulidati
بخیلانه	bakhilane
سلاله	solale
یاد‌سپاری	yadsepari
موسمی	musemi
خلیلی	khalili
پورجعفری	pourjafari
خودپژوهی	khodpazhuhi
با‌مهارت	bamaharat
میکروبیولوژی	mikrobiyolozhi
استفاده‌کننده	estefadekonande
عجولانه	ajulane
سیاوشی	siyavoshi
امانت‌داری	amanatdari
لاریسا	larisa
خورشت	khoresht
بصیرت	basirat
نیک‌اندیش	nikandish
قانون‌‌دان	ghanundan
ناپسری	napesari
باهمدیگر	bahamdigar
رابط	rabet
خویشتن‌دار	khishtandar
سیاهکل	siyahkal
رونمایی	runamayi
پنتی	penti
ابیانه	abyane
مدفن	madfan
ثعلبی	salabi
خاران	kharan
پوسان	pusan
تنگستانی	tangestani
کواکبی	kavakebi
کجوری	kajuri
بی‌بند‌و‌باری	bibandobari
رویگر	ruygar
شاهوردی	shahverdi
کاک	kak
محنت‌کش	mehnatkesh
پرنده‌شناسی	parandeshenasi
استسلام	esteslam
اتابکی	atabaki
شوخ‌طبع	shukhtabطاعونی	tauni
ضایعاتی	zayeati
گلشنی	golshani
الفرار	alfarar
سوژه	suzhe
اشغالی	eshghali
اجاری	ejari
کلاردشت	kelardasht
غوث	ghous
کاسته	kaste
ذرت	zorrat
متوازی	motevazi
باشتین	bashtin
قاضیان	ghaziyan
خرخره	kherkhere
دیداری	didari
غنی‌‌نشده	ghaninashode
نشتر	neshtar
آذربو	azarbu
خون‌سازی	khunsazi
منعقد‌شده	monaghedshode
منظوم	manzum
چایکاری	chaykari
کودک	kudak
قرحه	ghorhe
شگفتی	shegefti
استعباد	esteebad
اولیاء‌الله	ouliyaollah
مکید	makid
با‌شعور	bashour
نجد	najd
لقمه‌خوار	loghmekhar
نامتعارف	namotearef
تهامی	tahami
بروجنی	borujeni
قدرنشناس	ghadrnashnas
ولائی	velai
حنبلی	hanbali
عبایی	abayi
امتیازآور	emtiyazavar
جر‌و‌بحث	jarrobahs
ضلعی	zelei
ملاخور	mollakhor
آلومینیومی	alominiyomi
کیلومتر	kilumetr
حادثات	hadesat
سر‌پر	sarpor
قولنج	gholanj
شش‌ضلعی	sheshzelei
کریولیت	keryolit
کتک	kotak
چیر‌ه‌دستی	chiredasti
گسستگی	gosastegi
مرداب	mordab
خایف	khayef
زهردار	zahrdar
سلطه‌گر	soltegar
پیش‌آهنگ	pishahang
تبشیر	tabshir
موافقت‌نامه	movafeghatname
موهوم	mouhum
خردل	khardel
مردنی	mordani
پیشوا	pishva
سدر	sedr
پرمعنا	pormana
کنسرو‌‌سازی	konservsazi
عنکبوتها	ankabutha
حسنی	hasani
فرانشیز	feranshiz
شغلی	shoghli
گلک	golak
تذکاری	tezkari
دخان	dokhan
سراغ	soragh
لحظه	lahze
چهارلاچنگ	chaharlachang
ارشک	arashk
حصول	hosul
جسارت‌آمیز	jesaratamiz
اکتوپلاسم	ektopelasm
حور‌سرشت	hurseresht
شادیانه	shadiyane
پر‌رنج	porranj
پورحیدری	pourheidari
بمب‌گذاری	bombgozari
آژیر	azhir
میراب	mirab
کینه‌جویی	kinejuyi
جل	jol
سردابی	sardabi
لمبر	lambar
بی‌سر‌و‌پا	bisaropa
جهانشاهی	jahanshahi
لی‌لی	leyley
آردن	arden
پلیس	polis
ظلمات	zolamat
احترام‌آمیز	ehteramamiz
دوایی	davayi
مقلدانه	moghalledane
جادکمه	jadokme
لوتتیم	lutetiyom
پی‌افکنی	peyafkani
وزنه‌برداری	vaznebardari
مجذور	majzur
نمک‌نشناس	namaknashnas
ژست	zhest
رنگین‌کمان	ranginkaman
طوفان‌‌زا	tufanza
ترکیده	tarkide
نقرسی	neghresi
امداد	emdad
سجاده	sajjade
زرین‌آباد	zarrinabad
بهرامشاهی	bahramshahi
غیرقابل‌‌حل	gheyreghabelehall
عبرت‌‌آموز	ebratamuz
فرمانده‌‌کل	farmandehekoll
انگیزش	angizesh
جوکار	joukar
خسوف	khosuf
ناکرده	nakarde
هویدا	hoveyda
کپور	kapour
سمینار	seminar
مغضوب	maghzub
ابوغریب	abugharib
کاووس	kavus
پستک	pastak
جایگزینی	jaygozini
بی‌ایمانی	bieimani
سماوات	samavat
فردیناند	ferdinand
هم‌عرض	hamarz
پایان‌نامه	payanname
خستگی‌ناپذیر	khasteginapazir
خاضع	khazee
شاه	shah
بهمنیاری	bahmanyari
پیوند	peyvand
افراطی‌گری	efratigari
ششدار	shoshdar
درنده‌خویی	darrandekhuyi
عوائد	avaed
آقطیان	aghtiyan
راستکار	rastkar
خونسردی	khunsardi
افریقا	efrigha
تشت	tasht
نطنز	natanz
درجه‌ای	darajei
خوشگوار	khoshgovar
وطن‌دوست	vatandust
میهماندوست	mihmandust
آبدنگ	abdang
قوی	ghavi
نوانخانه	navankhane
به‌واقع	bevaghee
لات	lat
واسطه‌‌گر	vasetegar
میعاد	miad
مومی‌شکل	mumishekl
سوختی	sukhti
بول	bul
بدعت	bedat
نجات‌غریق	nejatgharigh
تمرکزگرا	tamarkozgera
افسانه‌گو	afsanegu
مه‌جبین	mahjabin
مختلط	mokhtalet
روزنامه‌نویس	ruznamenevis
شینتو	shinto
مدبری	modabberi
مارلون	marlon
شهدا	shohada
ملکداری	melkdari
نپذیرفته	napazirofte
پدرسالار	pedarsalar
مورد‌بررسی	mouredebarresi
مسامح	mosameh
تقصیر	taghsir
نام	nam
بددهن	baddahan
رگه	rage
منفعت	manfaat
درحالی‌که	darhalike
آلانی	alani
پنهان‌شده	penhanshode
امیرارسلان	amirarsalan
خستگان	khastegan
حمل‌شده	hamlshode
حلویات	halavieeat
جنگیده	jangide
آیدین	aydin
محمد‌مهدی	mohammadmehdi
عنداللزوم	endallozum
دکوراسیون	dekorasiyun
گزارده	gozarde
صدق	sedgh
محیطبان	mohitban
آبی	abi
کنایه‌‌ای	kenayei
رودخانه‌ای	rudkhanei
برخورد‌کننده	barkhordkonande
اصغر‌نژاد	asgharnezhad
جهت	jahat
محفوظات	mahfuzat
کارون	karun
مرض	maraz
الکترون‌ولت	elekteronvolt
جهاد	jahad
ترمی	termi
علاوه‌‌براین	alavebarin
اندرزی	andarzi
هنرپروری	honarparvari
قریبیان	gharibiyan
مرکزگریز	markazgoriz
عتاب‌‌آمیز	etabamiz
پیش‌آمدگی	pishamadegi
تغییر	taghyir
غوغاگر	ghoughagar
رسوب	rosub
بردبارانه	bordbarane
به‌ناگاه	benagah
هزار‌نفره	hezarnafare
دفیله	defile
اظهر	azhar
عبدالصمد	abdossamad
خداآفرین	khodaafarin
میانجیگری	miyanjigari
غیر‌‌عینی	gheyreeyni
راجع‌به	rajeebe
مومیایی	mumiyayi
بینا	bina
ملیون	mellieeun
دین‌سالاری	dinsalari
عینی	eyni
ساق‌بلند	saghboland
استوانه‌ای‌شکل	ostevaneishekl
کلاژن	kollazhen
هوشبری	hushbari
مصیبت‌دیده	mosibatdide
تشکیلات	tashkilat
